lambd,beta,play_mode_all,volatility,Uncertainty,normalized_reward_diff,proportion_identical,copy_last_accuracy,model_based_accuracy,copy_last_reward,model_based_reward
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.07692307692307693,0.62,0.5,0.48,21.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02564102564102564,0.5769230769230769,0.5961538461538461,0.6346153846153846,19.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.14285714285714285,0.5576923076923077,0.4807692307692308,0.5384615384615384,15.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.07692307692307693,0.5961538461538461,0.5576923076923077,0.5769230769230769,18.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.2,0.58,0.52,0.46,18.0,12.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.09090909090909091,0.6304347826086957,0.5217391304347826,0.5,15.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.5,0.6538461538461539,0.5384615384615384,24.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.023255813953488372,0.62,0.56,0.5,22.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.061224489795918366,0.6862745098039216,0.5098039215686274,0.6666666666666666,23.0,26.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.14285714285714285,0.62,0.54,0.48,20.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.10344827586206896,0.5769230769230769,0.5,0.5769230769230769,13.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.6458333333333334,0.4375,0.5,12.0,12.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.09090909090909091,0.6458333333333334,0.5416666666666666,0.6458333333333334,20.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.07142857142857142,0.7083333333333334,0.3958333333333333,0.4791666666666667,13.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.041666666666666664,0.6538461538461539,0.5384615384615384,0.5769230769230769,23.0,25.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.5957446808510638,0.5106382978723404,0.5319148936170213,16.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.10344827586206896,0.6538461538461539,0.4423076923076923,0.4807692307692308,13.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.6666666666666666,0.5490196078431373,0.6470588235294118,17.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.041666666666666664,0.5576923076923077,0.5384615384615384,0.5192307692307693,23.0,25.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.09523809523809523,0.5490196078431373,0.6470588235294118,0.47058823529411764,23.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.05555555555555555,0.6274509803921569,0.45098039215686275,0.5882352941176471,19.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.07317073170731707,0.5714285714285714,0.4897959183673469,0.5510204081632653,22.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.06666666666666667,0.5,0.45652173913043476,0.391304347826087,16.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02857142857142857,0.5531914893617021,0.5319148936170213,0.425531914893617,17.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.058823529411764705,0.62,0.58,0.48,18.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.047619047619047616,0.7083333333333334,0.5625,0.6041666666666666,20.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.1282051282051282,0.54,0.64,0.5,22.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.045454545454545456,0.75,0.5576923076923077,0.5769230769230769,23.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.09090909090909091,0.4897959183673469,0.5510204081632653,0.5714285714285714,20.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05263157894736842,0.6326530612244898,0.4897959183673469,0.5714285714285714,18.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.043478260869565216,0.5384615384615384,0.5,0.6538461538461539,22.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.09090909090909091,0.6538461538461539,0.5576923076923077,0.4423076923076923,24.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.19047619047619047,0.5294117647058824,0.5882352941176471,0.47058823529411764,25.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.64,0.5,0.54,14.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.13333333333333333,0.6326530612244898,0.40816326530612246,0.5714285714285714,13.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.09523809523809523,0.48,0.62,0.62,23.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.02702702702702703,0.5490196078431373,0.5686274509803921,0.5098039215686274,19.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.14285714285714285,0.49019607843137253,0.6470588235294118,0.45098039215686275,20.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.5769230769230769,0.5192307692307693,0.5576923076923077,16.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.05263157894736842,0.6153846153846154,0.4807692307692308,0.40384615384615385,20.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.045454545454545456,0.45098039215686275,0.6862745098039216,0.6078431372549019,23.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.21739130434782608,0.5625,0.4791666666666667,0.375,14.0,9.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.041666666666666664,0.52,0.54,0.58,23.0,25.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.15789473684210525,0.6346153846153846,0.5769230769230769,0.6346153846153846,16.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.16666666666666666,0.52,0.58,0.54,21.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.058823529411764705,0.52,0.44,0.48,16.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.1111111111111111,0.5510204081632653,0.46938775510204084,0.46938775510204084,15.0,12.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.024390243902439025,0.6666666666666666,0.4583333333333333,0.5,21.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.02857142857142857,0.5961538461538461,0.5384615384615384,0.4807692307692308,18.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.07692307692307693,0.6,0.42,0.46,12.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.07692307692307693,0.6153846153846154,0.5961538461538461,0.5961538461538461,21.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.5531914893617021,0.5319148936170213,0.5106382978723404,20.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05555555555555555,0.5961538461538461,0.5192307692307693,0.5384615384615384,17.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.5833333333333334,0.5,0.5,18.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.043478260869565216,0.5192307692307693,0.46153846153846156,0.5961538461538461,22.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.0196078431372549,0.6326530612244898,0.6938775510204082,0.6938775510204082,26.0,25.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.10204081632653061,0.62,0.7,0.6,27.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.6346153846153846,0.5769230769230769,0.6346153846153846,27.0,27.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.13636363636363635,0.5531914893617021,0.48936170212765956,0.5531914893617021,19.0,25.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.034482758620689655,0.6,0.4,0.48,14.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.024390243902439025,0.6153846153846154,0.46153846153846156,0.5,21.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02702702702702703,0.5102040816326531,0.3877551020408163,0.46938775510204084,18.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.16129032258064516,0.625,0.4166666666666667,0.6666666666666666,13.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.02857142857142857,0.62,0.42,0.36,18.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.08333333333333333,0.7647058823529411,0.5098039215686274,0.6274509803921569,22.0,26.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.11764705882352941,0.54,0.56,0.62,15.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.02857142857142857,0.6078431372549019,0.5098039215686274,0.5490196078431373,18.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.07692307692307693,0.64,0.56,0.52,21.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.030303030303030304,0.5294117647058824,0.5098039215686274,0.5098039215686274,16.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.10526315789473684,0.6170212765957447,0.574468085106383,0.44680851063829785,21.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.023255813953488372,0.6346153846153846,0.5,0.5576923076923077,21.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.045454545454545456,0.7115384615384616,0.5,0.5576923076923077,21.0,23.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.18518518518518517,0.5714285714285714,0.3469387755102041,0.4897959183673469,11.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.14285714285714285,0.6274509803921569,0.47058823529411764,0.5294117647058824,18.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.047619047619047616,0.7083333333333334,0.5416666666666666,0.625,20.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.1111111111111111,0.5306122448979592,0.4489795918367347,0.5918367346938775,20.0,25.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.13513513513513514,0.68,0.52,0.6,16.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.1111111111111111,0.6,0.52,0.56,16.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05,0.6153846153846154,0.5384615384615384,0.5384615384615384,19.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.06382978723404255,0.6078431372549019,0.5098039215686274,0.47058823529411764,25.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.037037037037037035,0.5686274509803921,0.45098039215686275,0.5294117647058824,13.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.023255813953488372,0.56,0.58,0.54,22.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.0625,0.5686274509803921,0.5490196078431373,0.5490196078431373,17.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05,0.5957446808510638,0.5531914893617021,0.574468085106383,19.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.07317073170731707,0.6538461538461539,0.46153846153846156,0.5,19.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.08108108108108109,0.5,0.52,0.42,17.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.6346153846153846,0.6153846153846154,0.5961538461538461,24.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.10526315789473684,0.4807692307692308,0.4230769230769231,0.5576923076923077,17.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05555555555555555,0.7142857142857143,0.40816326530612246,0.4489795918367347,17.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.11764705882352941,0.5294117647058824,0.3333333333333333,0.5294117647058824,15.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.13043478260869565,0.5686274509803921,0.6274509803921569,0.5490196078431373,26.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.045454545454545456,0.5510204081632653,0.6530612244897959,0.6122448979591837,23.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.75,0.46153846153846156,0.40384615384615385,10.0,10.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.09523809523809523,0.5686274509803921,0.5294117647058824,0.6470588235294118,19.0,23.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.4897959183673469,0.4897959183673469,0.5102040816326531,17.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.09090909090909091,0.5416666666666666,0.5,0.5,18.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02564102564102564,0.6346153846153846,0.5192307692307693,0.5384615384615384,19.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.09090909090909091,0.6923076923076923,0.5192307692307693,0.40384615384615385,18.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.15151515151515152,0.5217391304347826,0.43478260869565216,0.4782608695652174,14.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.10526315789473684,0.6538461538461539,0.5192307692307693,0.5961538461538461,17.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.09090909090909091,0.5625,0.625,0.5208333333333334,18.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.5961538461538461,0.5,0.5192307692307693,18.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0967741935483871,0.6304347826086957,0.5217391304347826,0.6304347826086957,14.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.12,0.574468085106383,0.5106382978723404,0.46808510638297873,14.0,11.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.5714285714285714,0.5306122448979592,0.5102040816326531,18.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.058823529411764705,0.5510204081632653,0.5102040816326531,0.5102040816326531,16.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.06976744186046512,0.5384615384615384,0.6346153846153846,0.4807692307692308,23.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.23809523809523808,0.5,0.5434782608695652,0.5217391304347826,13.0,8.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.07692307692307693,0.5714285714285714,0.5306122448979592,0.6326530612244898,18.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.15,0.5208333333333334,0.4375,0.625,17.0,23.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.2,0.43478260869565216,0.391304347826087,0.6086956521739131,12.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02564102564102564,0.58,0.54,0.56,19.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.05263157894736842,0.64,0.56,0.52,20.0,18.0
