lambd,beta,play_mode_all,volatility,Uncertainty,normalized_reward_diff,proportion_identical,copy_last_accuracy,model_based_accuracy,copy_last_reward,model_based_reward
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05263157894736842,0.5102040816326531,0.4897959183673469,0.4897959183673469,18.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.045454545454545456,0.6530612244897959,0.6122448979591837,0.5918367346938775,23.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.058823529411764705,0.54,0.48,0.54,18.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.030303030303030304,0.58,0.6,0.62,16.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.09090909090909091,0.5102040816326531,0.4897959183673469,0.5714285714285714,20.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.10344827586206896,0.4791666666666667,0.4375,0.5833333333333334,13.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.037037037037037035,0.6153846153846154,0.4230769230769231,0.5384615384615384,13.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.54,0.54,0.56,17.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.6,0.5,0.5,13.0,13.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.7450980392156863,0.5490196078431373,0.5294117647058824,20.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.6923076923076923,0.5192307692307693,0.4807692307692308,14.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02564102564102564,0.6122448979591837,0.5714285714285714,0.6326530612244898,19.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02857142857142857,0.6274509803921569,0.5098039215686274,0.49019607843137253,17.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.14285714285714285,0.6923076923076923,0.5769230769230769,0.5769230769230769,18.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.02857142857142857,0.5869565217391305,0.5,0.4782608695652174,18.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.07317073170731707,0.5208333333333334,0.5833333333333334,0.5208333333333334,22.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.06976744186046512,0.58,0.68,0.58,20.0,23.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.0625,0.56,0.6,0.44,17.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.03225806451612903,0.68,0.34,0.5,16.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.08333333333333333,0.5961538461538461,0.5,0.5961538461538461,22.0,26.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02702702702702703,0.6086956521739131,0.5217391304347826,0.6086956521739131,18.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0967741935483871,0.43478260869565216,0.5217391304347826,0.5217391304347826,14.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.02857142857142857,0.6,0.46,0.42,18.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.2,0.52,0.52,0.6,14.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.2,0.47058823529411764,0.6078431372549019,0.39215686274509803,18.0,12.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.10344827586206896,0.6274509803921569,0.49019607843137253,0.39215686274509803,16.0,13.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.037037037037037035,0.5192307692307693,0.5192307692307693,0.46153846153846156,14.0,13.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.058823529411764705,0.6,0.52,0.56,18.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.05,0.58,0.52,0.54,21.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.037037037037037035,0.54,0.5,0.6,14.0,13.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.07317073170731707,0.54,0.5,0.52,22.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05263157894736842,0.6122448979591837,0.4897959183673469,0.6326530612244898,18.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.2413793103448276,0.5490196078431373,0.37254901960784315,0.5098039215686274,11.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.07317073170731707,0.7291666666666666,0.6875,0.625,22.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.0625,0.6153846153846154,0.46153846153846156,0.46153846153846156,17.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.12,0.6862745098039216,0.29411764705882354,0.45098039215686275,11.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02564102564102564,0.6923076923076923,0.5192307692307693,0.5961538461538461,19.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.08108108108108109,0.5102040816326531,0.6326530612244898,0.46938775510204084,20.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.28,0.5294117647058824,0.5686274509803921,0.45098039215686275,16.0,9.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.02564102564102564,0.58,0.48,0.54,20.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.06666666666666667,0.5384615384615384,0.6730769230769231,0.5961538461538461,24.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.06666666666666667,0.6122448979591837,0.5306122448979592,0.5918367346938775,21.0,24.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02564102564102564,0.7083333333333334,0.5208333333333334,0.4791666666666667,19.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.034482758620689655,0.5306122448979592,0.5102040816326531,0.5306122448979592,14.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.16129032258064516,0.5918367346938775,0.30612244897959184,0.5102040816326531,13.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02702702702702703,0.5576923076923077,0.38461538461538464,0.4807692307692308,18.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.14285714285714285,0.5714285714285714,0.5306122448979592,0.42857142857142855,20.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.13333333333333333,0.5918367346938775,0.5102040816326531,0.46938775510204084,17.0,13.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.16129032258064516,0.6078431372549019,0.5294117647058824,0.5294117647058824,18.0,13.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05,0.6346153846153846,0.5384615384615384,0.6346153846153846,19.0,21.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.058823529411764705,0.6862745098039216,0.6274509803921569,0.47058823529411764,18.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.10344827586206896,0.5686274509803921,0.43137254901960786,0.47058823529411764,13.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.07692307692307693,0.6153846153846154,0.5384615384615384,0.5384615384615384,12.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.17647058823529413,0.56,0.42,0.58,14.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.06666666666666667,0.47058823529411764,0.45098039215686275,0.43137254901960786,16.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.058823529411764705,0.5208333333333334,0.5833333333333334,0.6041666666666666,16.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.14285714285714285,0.66,0.48,0.42,20.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.16666666666666666,0.673469387755102,0.6530612244897959,0.5306122448979592,21.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.06666666666666667,0.7307692307692307,0.4807692307692308,0.5576923076923077,14.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.02564102564102564,0.6666666666666666,0.5208333333333334,0.5208333333333334,20.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.05555555555555555,0.5882352941176471,0.49019607843137253,0.5490196078431373,19.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.037037037037037035,0.5961538461538461,0.3269230769230769,0.5,13.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.08108108108108109,0.58,0.5,0.64,17.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.047619047619047616,0.5769230769230769,0.5961538461538461,0.6346153846153846,22.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.07692307692307693,0.64,0.38,0.42,12.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.06382978723404255,0.5769230769230769,0.5,0.5,22.0,25.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.02857142857142857,0.58,0.54,0.48,18.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.1,0.6538461538461539,0.5,0.46153846153846156,22.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.06976744186046512,0.6153846153846154,0.5,0.6153846153846154,20.0,23.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.022222222222222223,0.5961538461538461,0.5769230769230769,0.5576923076923077,23.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.13513513513513514,0.5294117647058824,0.5490196078431373,0.47058823529411764,21.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.6730769230769231,0.4807692307692308,0.5,15.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.16129032258064516,0.6666666666666666,0.4791666666666667,0.3958333333333333,18.0,13.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.07317073170731707,0.64,0.54,0.62,19.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.03225806451612903,0.5490196078431373,0.43137254901960786,0.5294117647058824,15.0,16.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0625,0.7346938775510204,0.40816326530612246,0.42857142857142855,15.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.10344827586206896,0.6666666666666666,0.43137254901960786,0.45098039215686275,16.0,13.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.13043478260869565,0.673469387755102,0.42857142857142855,0.5102040816326531,10.0,13.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.023255813953488372,0.5714285714285714,0.5714285714285714,0.5510204081632653,21.0,22.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02564102564102564,0.5102040816326531,0.5306122448979592,0.5306122448979592,19.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.16129032258064516,0.6,0.46,0.46,13.0,18.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.11627906976744186,0.6153846153846154,0.5769230769230769,0.5384615384615384,24.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.09090909090909091,0.72,0.52,0.56,18.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.1282051282051282,0.5714285714285714,0.6122448979591837,0.5102040816326531,22.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.03225806451612903,0.5961538461538461,0.4807692307692308,0.5769230769230769,16.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05263157894736842,0.5961538461538461,0.4423076923076923,0.5384615384615384,18.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.0,0.5686274509803921,0.5098039215686274,0.5490196078431373,15.0,15.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.05555555555555555,0.6,0.5,0.54,17.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.09523809523809523,0.6458333333333334,0.6041666666666666,0.5833333333333334,23.0,19.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.19047619047619047,0.6458333333333334,0.6458333333333334,0.4583333333333333,25.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.06666666666666667,0.5961538461538461,0.5,0.6346153846153846,16.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02564102564102564,0.6153846153846154,0.5192307692307693,0.5961538461538461,19.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.08108108108108109,0.6666666666666666,0.6274509803921569,0.6862745098039216,20.0,17.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",0.02564102564102564,0.5,0.5769230769230769,0.5769230769230769,19.0,20.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.17647058823529413,0.54,0.56,0.46,20.0,14.0
0.6,100,False,0.4,"[0.9, 0.1, 0]",-0.14285714285714285,0.6326530612244898,0.6326530612244898,0.5102040816326531,20.0,15.0
