participant_id,beta,lambd,w_em_low,w_em_high
SMZVB,6.540263552466315,0.8076316213366845,0.43793226399021373,0.30437503385260023
IZYHD,2.289296191040966,0.8212943768433616,0.7155727926629105,0.8185553630864507
EVMBS,5.221404749853355,0.7250351317418159,0.7901393161951222,0.639779793658461
VFQR1,15.931746850250391,0.8571481036918914,0.7319901702547013,0.7351308102642917
L2D1C,9.972196808839863,0.8544452128797302,0.8115515603583466,0.7655171855810832
PBOB1,2.5428269362140576,0.7708572380945593,0.44827356670175106,0.6753213330992918
PPAIO,1.6067138405583057,0.7773351977307635,0.5495368123098034,0.3789260086512672
FTJZ7,1.9465618845245443,0.7775470225656806,0.5746419448696245,0.6643268738937711
DJ5BU,6.466571688000758,0.7440329699803379,0.7898958928861822,0.7803861721437436
0RHYB,11.410275098276013,0.7097533545055276,0.6974297972919596,0.8220313330355313
Q3A3A,7.923645836661562,0.7894032765962251,0.7349923897488325,0.7917644040518871
2POVK,6.526673565296637,0.8327874403294012,0.5068564610922176,0.7776053751759621
S7SAG,10.01322849547244,0.7740237039991299,0.753714063147191,0.8162232244582703
UDMEL,8.661750313104339,0.7583440619143076,0.7791195298922319,0.751282967098142
7EXI7,0.5526569786249069,0.7688930068216171,0.6471586572539609,0.5887555471255497
P1ZPF,12.381761069429645,0.8407277041195291,0.6735174272437717,0.7648192317538601
OVZWZ,1.8309432667794434,0.7809586929584797,0.6404218270594182,0.5832905998442911
IY7FM,1.3823381139533428,0.7717674755744495,0.7150210526937567,0.658470629652746
502K9,3.507350462384543,0.7278918679439536,0.6984840410776073,0.8040861191382858
5RUQS,3.0562343831647194,0.7335107379108889,0.46635843470748906,0.3597649534455819
2HF4P,3.091929687532632,0.7934990363101249,0.6475617579794747,0.6638281951788872
O68IY,2.5496465003866624,0.8182085162183688,0.6805748010189897,0.8275187109509674
DMFJH,8.333429510127496,0.8534522641819531,0.7630610248968142,0.5724231714607255
ABDOQ,0.5324680098989025,0.76490752021639,0.6100316957918979,0.6529718864905204
VXZNP,5.901158311101256,0.7682120928120129,0.6945692466481951,0.5474011900898224
W78XF,3.0592054564106177,0.809898135953629,0.7226627426723184,0.8030362935652211
HC5I4,5.5962062069639655,0.7029924483936865,0.5453994617239568,0.44651284681448394
XPT9E,0.8834855764062493,0.7520818693613398,0.5594637847708631,0.6867223936312589
LDCYF,0.48997388669946973,0.778919302991226,0.6436886698477647,0.6279035263805033
H0F56,0.8775381505149326,0.750032024060937,0.5856784039996319,0.6275986894538363
8VOI9,7.759097629349731,0.804685150279667,0.6834284379605077,0.7983766544307732
4V621,0.9819721241147447,0.7718471785754265,0.5958909530605034,0.5728924006876325
T5YX0,0.7547492389271233,0.7484919214331656,0.6679817390275189,0.47347155841334554
T5NW2,1.6705923468054011,0.7358782536363314,0.5466204043795062,0.4860123041652643
VA7XX,1.1608495895977449,0.7782838436852086,0.5715931108847635,0.6126188634111244
RQNEN,4.475406004283636,0.7982642400048958,0.7008280899527681,0.6439657612195365
SBTZA,0.6615360878903116,0.7934925636512777,0.7276494655585566,0.676262699683434
UPQJ3,2.9067183448651868,0.7958256105673114,0.7383936380036357,0.7777377909016057
KTN0P,1.9673485400582702,0.8458513216402409,0.7671227067675891,0.7611136630937069
O0NDG,3.3561291900100243,0.7777182102627116,0.757905061093236,0.7779917658890864
84I7P,2.7228032871683863,0.7759506676811281,0.5105066620022757,0.5844459642020596
6F23B,6.397697096058349,0.8082333906666325,0.6244950484614616,0.783951646721338
OTTAZ,3.0475527268728637,0.823557751855251,0.6582053481066168,0.6145962779265228
W0ZZR,10.593076207897552,0.7946404153057912,0.3638340193705756,0.7466441812917208
QJ0BP,0.6355390552061356,0.77962793154502,0.672146446199005,0.6630683007852128
U0CHP,10.469399598440928,0.7914466966096414,0.7071555875671448,0.7361486036225036
14UKF,8.420084862788416,0.8133608037977638,0.6940507511265046,0.7800398509228996
UWK90,2.1304903246299394,0.7566833707724268,0.5968224972808653,0.4865675556979513
2U1VD,0.8762522575420096,0.7589159340190547,0.5436297021725973,0.5815464693000824
SR4J8,1.8854094816904028,0.7467584022894329,0.4579948585525983,0.39427414149204754
R0OML,0.9162823627264473,0.7466142233865645,0.5534946849134001,0.5788701940555154
XCKAB,5.311183241774994,0.7990093987158633,0.7943581155487337,0.7909780339242934
EDUIU,0.7976604471892857,0.7331745246851507,0.6086030436515371,0.4719011783879096
A9HCW,1.6312214956681388,0.7189931867305427,0.43516304925389926,0.6663406888948895
EAD2E,2.136361795684222,0.7391942826653636,0.5349047356935721,0.31166891858698903
MYLSD,5.347158322508366,0.7310151739185321,0.5927202654548033,0.6989946404311772
HQE1Q,2.296422216114661,0.8013488351313804,0.4748655603706576,0.6530182962013079
3QI5S,1.071972355144095,0.7466931931389137,0.5409957145507859,0.45898580376140236
BEGLQ,3.489802198849538,0.7815755628965035,0.6569113864153691,0.47796879442861306
AJKUD,6.210766148655462,0.8152267717007774,0.7016053270009911,0.4785653315290483
TU4VW,11.95503747301272,0.7489854197946256,0.7093297439921316,0.6891956892199941
H449V,0.4663480155240847,0.7694597818822567,0.6524394915283123,0.5754913103389946
Q2W8L,6.270426646234435,0.8316408083141322,0.5608204210025903,0.5732246491980454
VCQO8,5.597257198192835,0.8008783356115179,0.802890471089156,0.5353153418614305
NPZQW,3.1010526995132377,0.7410157544678585,0.6771797063834781,0.3802859006151468
LCF03,4.843652893594192,0.7442440526924006,0.8215911920277074,0.68600707274843
BIG4F,11.875056658402524,0.8182596440962964,0.8134878499962774,0.7087713343681252
HFFJD,1.8753094649581092,0.8113129371231832,0.5579915539158278,0.709061099628156
F7I4C,0.7602164319944885,0.7618116633496154,0.5373553103460759,0.6423683472712182
V7LG7,2.037937129487508,0.7557996412815944,0.36230292270031955,0.6303219719688713
2MZGN,0.9428582744680615,0.7700842235949212,0.676667237474175,0.5437792623026557
DCHH5,8.466570815958418,0.7823456526401589,0.6763860561660456,0.730445579521551
5QSO5,14.833494172297678,0.8312231700335972,0.6010591369606192,0.8550161650479038
ZZCW3,10.900401612947151,0.8415964836705208,0.7564434581924221,0.774981459544018
HRXY4,8.970094769560085,0.800020223240488,0.6169513389011904,0.7179355110211864
137K2,2.1069681582366186,0.8000072964909768,0.7799031206284415,0.7776648946205441
99MGS,2.8390895822643354,0.8160163157446214,0.709620468200992,0.6727904617737533
866VA,0.8757597358353966,0.7800943574778881,0.6418336610644819,0.5942555983398072
D2JNN,14.542322578734971,0.8191491247363405,0.8687552635152038,0.8119281478174535
NXIUQ,6.094516485200584,0.8408724695093195,0.7193185319480296,0.629480265057667
ZOGS6,8.580344269604415,0.8179455752475465,0.6576654513947499,0.6184301755989723
0PP80,0.6913657039443748,0.7499030751662327,0.5861231373357215,0.5930168748465521
IC9FM,3.129213122892049,0.7877759939806992,0.7409178517181095,0.43485108232268316
MXTJ5,12.698628030014621,0.7867896010164601,0.30490454946743833,0.4514683716786797
SETLH,0.41357108170914203,0.7614959828704482,0.6535865139524907,0.5637159626047088
M4V9H,4.704852575120259,0.7919146668222672,0.7000097149884515,0.7561468180446584
GBITS,3.202061474787935,0.743734078867858,0.6187434603806854,0.7803133582161033
DUZXB,4.909942607345636,0.8052608797249208,0.7839610657050051,0.6755007124401001
J77EZ,15.72544654361276,0.8726587656687115,0.8326922452565916,0.7595064242172177
PD91I,9.765528946549711,0.7711560053631459,0.7908363403199715,0.7269762424910203
L7UTX,8.012552313920969,0.9015176338355528,0.8406792083906441,0.8570447602474734
HFPYX,4.96538512051657,0.801432833253513,0.5346453730237243,0.30580595723051934
7RNUF,1.4197891555246747,0.7528413139550664,0.6482083459314449,0.47954806341791656
D7Z0W,3.026308014845904,0.7860812220833675,0.6432149970503361,0.6357119670156638
HA1DH,3.392915735338249,0.7814685636721981,0.6470563422819655,0.6796926634096233
CZS3P,1.620447364337962,0.7720540099231352,0.549368267910079,0.7052123136889678
6Q6XN,8.484610031491966,0.8653656833328157,0.7897565448464586,0.7310735823825932
I0PJL,10.743809818022156,0.8280282107574359,0.7252595997637311,0.669340874685538
L69GJ,1.0371767460526087,0.7848006783436967,0.6462225207767066,0.5723140864938288
QQEPL,1.0216472559318408,0.7751862093459831,0.6637280432112797,0.5447197058281621
Z5SQE,5.101054192030147,0.7876341629648138,0.4576566795006925,0.652109026801629
DH2BI,0.8201799516709182,0.7607188159828614,0.7039760827140931,0.44153303020807516
SPWXT,7.242234239971729,0.7676565833968285,0.40572252892355615,0.29436741755412654
DXX0Y,0.3572515292436703,0.7640775652150336,0.6438473439299541,0.651859153123568
MATCB,2.5207388662205616,0.7606810707860641,0.4903572268496569,0.37673431259148016
VWHW8,1.632179740913537,0.782005455611828,0.5862297083821884,0.596041365399049
9P90S,1.567025309367093,0.7907631222790559,0.6714133057280767,0.7721070934441775
I038P,18.063391476985508,0.8315143785485719,0.8468923783651735,0.7601518745692678
HU4MV,3.718003720668708,0.7606128501634579,0.6594388129117019,0.6613684470991694
IBQOW,0.3787282697998419,0.7640200334933953,0.6792364953237484,0.6255193868128638
FNCOP,0.6576024450041553,0.7643031934773765,0.5889573751804862,0.6102732805937733
I6MAY,0.891124852521669,0.733260454460879,0.5264387471682774,0.4701872060708226
R929E,2.589818959589901,0.743092663062261,0.6317631106903991,0.5721965452349876
V1KG5,2.8006227042649767,0.7133469743439114,0.8065178825625541,0.505234141625673
AK0KP,1.178929383532003,0.7390568940371842,0.7190195015908319,0.40106467044525024
KBU1L,0.8672380183033117,0.7726028634763514,0.6263876973932831,0.5791293677706122
MDI6B,0.7002181731402798,0.7541869751488479,0.6112139706144161,0.6042764737096352
YC4CP,0.9122071799439515,0.734754604978533,0.6399566222401013,0.49907461136969683
BBKI6,2.146765638177767,0.7592978308984818,0.39678891668530625,0.6726400157150136
Z4NG4,1.7593214122141876,0.7361377066406922,0.39727799115353535,0.6076944755109589
MEVVC,14.018323371088043,0.7583736875198832,0.8377386252452023,0.7897195259741283
E1LO2,2.0652217156838697,0.7004923792056214,0.37029790008716396,0.4167763472277868
44YB2,2.3593952265781923,0.724728873829381,0.512559094776572,0.6097706684115707
9QUIK,1.8137102687505948,0.7272243595483501,0.7816578165592974,0.6268945728119488
1XAVL,4.226141726141757,0.8571483261961115,0.8342665291633672,0.8299970192242839
DC03E,1.0176015559401999,0.7415354077738012,0.6865412237415499,0.6547277507522298
P87VY,3.423997790830088,0.7248820104731241,0.2816042556576695,0.29267759340032906
1WKFF,6.617945339679811,0.7937590858742493,0.7779989522687193,0.6612876719270714
9JUZ1,2.178460771891496,0.7750942553871297,0.41191458367506484,0.7049692883970725
FPB2W,13.098080090624741,0.8370885165963654,0.65483850431024,0.46488788644338624
V6O92,2.998373131912132,0.7374929085681171,0.5322556207087178,0.4081185922481815
8X46Z,1.8324597677523242,0.7900019491199621,0.6211711791501076,0.4044323972963846
47ZAD,5.771734773666655,0.7940655981330257,0.7204849670829012,0.8568242308764488
YJCSK,0.65497129331255,0.7637126810740194,0.5733247449602252,0.6428335536585662
07ZMN,1.7523420780495766,0.765100588693812,0.7016836240280186,0.7786324846650219
EOVH6,0.9085608898934232,0.7364187622307083,0.617591926203568,0.6134534751629012
093RS,4.971060689585146,0.7594519676318015,0.5907828231512648,0.6418739167483108
ALBRS,10.137524507636822,0.8468914744068188,0.7457680026762041,0.7318906258709468
88YX0,1.9007789095296417,0.7510057091393694,0.6192099159725084,0.6035471295018254
LZV7U,6.503874136333022,0.7742293621211355,0.6978232751231195,0.44082716066088007
CK94B,9.645864562173214,0.8392408518308023,0.7044879742158436,0.5527118524800396
JCGCF,9.54522681092792,0.8530890519113518,0.6407221412392776,0.8147047619833399
F3WE2,1.0134113026763092,0.7753113488242176,0.7348527825129236,0.6645684238463853
EHU5O,1.5698181057339686,0.7160890231439537,0.5570875132567894,0.536861433987759
2RJSL,2.511198037773982,0.7705785992417573,0.5942953838998793,0.4868770526472581
BZHXL,13.107857709284866,0.8947563882496987,0.6256906566050547,0.8584550958872046
M33U9,7.557222727490407,0.7591402958197659,0.5343789630768365,0.4490114891820582
U0PNS,1.2067030667695748,0.7453429170304183,0.5816183629629343,0.6292498201718272
QK0L8,7.059169289635898,0.8240563518471833,0.7477326303936741,0.6079528847323878
CQN7B,1.512480248600233,0.7554333333041792,0.4886920315797956,0.6921501563357195
BO46G,10.870015414602644,0.8091326948836186,0.7041383499298318,0.7820432063585078
PR941,12.284051549715244,0.773517644449825,0.7853673907808743,0.6248855252206658
CUML2,0.7284809747616067,0.7628546520227764,0.5720316477193017,0.6479954774220205
11VEI,12.089325712788979,0.8216047848313812,0.8414845054721459,0.842571766051493
WMN0F,1.9887723695698913,0.7211544369597969,0.5303375123308476,0.45679529844575634
NNHLG,3.2292098831992093,0.7447099145850098,0.44919378007878075,0.47694932408161217
YV8YX,8.737712642290948,0.776162816919082,0.7472882237047878,0.5813712595510178
LHJWI,9.81317182093911,0.6942651849961133,0.5269315828665336,0.6751460666192892
6IB5H,12.706103802097312,0.7235203178042062,0.7899358732293583,0.7501931752757431
BKOK3,1.2488825725933048,0.7749717900528804,0.4964125853200094,0.5965704622095016
ZQHO2,4.964259034257543,0.8210758429416891,0.79756812631659,0.7004315505700611
GITPG,2.017948718535314,0.796785315760407,0.4629541224959345,0.6795498848186389
YW1NP,2.9058000801299224,0.8303957063351137,0.7408511986496887,0.77001470851863
JFUPA,3.8424412021744354,0.8191139283775974,0.8124790135192604,0.7251314082558742
DJW6C,0.44157142094504226,0.7705255713247783,0.6827628851073534,0.6856744387351806
1YEJJ,14.497368116182358,0.7911155028137568,0.6953618009196354,0.8247842413744639
JRDKW,2.0654901504132264,0.7891696243871342,0.6187391807063362,0.6681044217171757
PY2PD,2.4654524424276167,0.7026259828556115,0.34544419862734077,0.4955478763968334
LWAK3,0.9917250369580987,0.7639533467159256,0.5579554364748092,0.6633138172447787
E7XBI,0.7603412947682409,0.7472366194821959,0.5344730651847746,0.7127498113007953
THPQC,14.559480760196525,0.809643296117324,0.53954947993444,0.36163291889182164
2YLIX,14.724528594161141,0.85799088738268,0.8500362799637892,0.7354529904411995
PVNK7,6.302680868574978,0.7868718419065972,0.663996872187853,0.8126171591812111
5GXMW,2.5971918426646448,0.7780987246293577,0.7111799133239444,0.49891761787680444
